gene_representative,product_name
195.2065.peg.1585,hypothetical protein
195.2065.peg.1294,Glycerate kinase (EC 2.7.1.31)
195.2065.peg.610,Flagellar hook-length control protein FliK
195.2065.peg.1746,hypothetical protein
195.2065.peg.1735,hypothetical protein
195.2065.peg.1616,hypothetical protein
195.2065.peg.1577,hypothetical protein
195.2065.peg.1610,hypothetical protein
195.2065.peg.620,"Putative type IIS restriction /modification enzyme, N-terminal half"
195.2065.peg.1526,FIG00469585: hypothetical protein
195.2065.peg.1752,hypothetical protein
195.2066.peg.1294,Putative periplasmic protein
195.2066.peg.1795,Motility accessory factor
195.2066.peg.1517,hypothetical protein
195.2066.peg.1,Transcriptional regulator
195.2066.peg.1295,FIG00638667: hypothetical protein
195.2066.peg.1615,FIG00470019: hypothetical protein
195.2066.peg.238,"Fe2+ ABC transporter, substrate binding protein"
195.2066.peg.1788,Motility accessory factor
195.2066.peg.1729,Probable integral membrane protein Cj0851c
195.2066.peg.637,putative membrane protein
195.2066.peg.947,hypothetical protein
195.2066.peg.1724,Cytosol nonspecific dipeptidase (EC 3.4.13.18)
195.2066.peg.1688,formyl transferase domain protein
195.2066.peg.1671,Motility accessory factor
195.2066.peg.1739,hypothetical protein
195.2066.peg.1560,hypothetical protein
195.2066.peg.329,hypothetical protein
195.2066.peg.1800,Motility accessory factor
195.2066.peg.553,FIG00438569: hypothetical protein
195.2066.peg.1155,hypothetical protein
195.2067.peg.1445,hypothetical protein
195.2067.peg.1775,Motility accessory factor
195.2067.peg.1400,hypothetical protein
195.2067.peg.1756,hypothetical protein
195.2067.peg.1214,Motility accessory factor
195.2067.peg.1743,Methyl-accepting chemotaxis sensor/transducer protein
195.2067.peg.1715,"predicted ATP-dependent endonuclease, OLD family"
195.2067.peg.1594,hypothetical protein
195.2067.peg.1711,hypothetical protein
195.2067.peg.1628,hypothetical protein
195.2067.peg.1714,hypothetical protein
195.2067.peg.615,hypothetical protein
195.2067.peg.1767,hypothetical protein
195.2067.peg.1068,lipopolysaccharide core biosynthesis protein LpsA
195.2067.peg.304,FIG022708: hypothetical protein
195.2067.peg.1627,"Tungstate ABC transporter, ATP-binding protein"
195.2067.peg.1774,hypothetical protein
195.2067.peg.672,hypothetical protein
195.2067.peg.1323,"Transcriptional regulator, AraC family"
195.2067.peg.1229,Enterochelin uptake permease CeuC
195.2067.peg.987,hypothetical protein
195.2067.peg.305,hypothetical protein
195.2067.peg.1612,hypothetical protein
195.2067.peg.1735,"Transcriptional regulator, AraC family"
195.2067.peg.1713,hypothetical protein
195.2067.peg.1364,FIG00470547: hypothetical protein
195.2067.peg.1632,hypothetical protein
195.2067.peg.1010,Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster
195.2067.peg.1748,FIG00638667: hypothetical protein
195.2067.peg.1115,"Acetyltransferase, GNAT family"
195.2067.peg.721,Major antigenic peptide PEB2
195.2067.peg.1396,hypothetical protein
195.2067.peg.943,Methyl-accepting chemotaxis signal transduction protein
195.2067.peg.1685,Membrane protein
195.2067.peg.1522,hypothetical protein
195.2067.peg.1741,"ABC-type tungstate transport system, ATP-binding protein"
195.2067.peg.722,Major antigenic peptide PEB2
195.2067.peg.1668,hypothetical protein
195.2067.peg.1,"Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)"
195.2067.peg.1770,"Acetyltransferase, GNAT family"
195.2069.peg.306,RecD-like DNA helicase YrrC
195.2069.peg.1753,hypothetical protein
195.2069.peg.1780,hypothetical protein
195.2069.peg.1421,conserved hypothetical protein
195.2069.peg.97,Ammonium transporter
195.2069.peg.1231,lipopolysaccharide core biosynthesis protein LpsA
195.2069.peg.1815,hypothetical protein
195.2069.peg.156,FIG00471048: hypothetical protein
195.2069.peg.418,ATP/GTP-binding protein
195.2069.peg.1810,hypothetical protein
195.2069.peg.1735,hypothetical protein
195.2069.peg.1050,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2069.peg.157,Dicarboxylate carrier protein
195.2069.peg.935,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2069.peg.1656,DNA translocase FtsK
195.2069.peg.1607,Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)
195.2069.peg.1587,Membrane protein
195.2069.peg.625,hypothetical protein
195.2069.peg.1,hypothetical protein
195.2069.peg.1232,Methyl-accepting chemotaxis signal transduction protein
195.2069.peg.1818,FIG00973752: TolA-like membrane protein
195.2069.peg.1042,UDP-N-acetyl-D-glucosamine 6-dehydrogenase (EC 1.1.1.136)
195.2069.peg.1782,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2069.peg.1433,hypothetical protein
195.2069.peg.1654,[Protein-PII] uridylyltransferase (EC 2.7.7.59) / [Protein-PII]-UMP uridylyl-removing enzyme
195.2069.peg.1794,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2069.peg.1677,Motility accessory factor
195.2069.peg.429,"Ferric iron ABC transporter, ATP-binding protein"
195.2069.peg.1443,hypothetical protein
195.2069.peg.1769,formyl transferase domain protein
195.2069.peg.1702,hypothetical protein
195.2069.peg.1790,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2069.peg.738,Ferric uptake regulation protein FUR
195.2069.peg.798,Methyl-accepting chemotaxis signal transduction protein
195.2069.peg.1783,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2069.peg.1716,hypothetical protein
195.2069.peg.1817,hypothetical protein
195.2069.peg.1713,FIG00472493: hypothetical protein
195.2069.peg.1182,FIG00973752: TolA-like membrane protein
195.2069.peg.1819,hypothetical protein
195.2069.peg.1023,Ferrous iron transporter FeoB
195.2069.peg.216,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2069.peg.1365,hypothetical protein
195.2069.peg.1162,hypothetical protein
195.2069.peg.1331,"membrane protein, putative"
195.2069.peg.1758,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)"
195.2069.peg.1562,FIG00469432: hypothetical protein
195.2069.peg.1786,hypothetical protein
195.2069.peg.417,ATP/GTP-binding protein
195.2069.peg.1781,Glycosyltransferase
195.2069.peg.215,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2069.peg.1785,Putative periplasmic ATP /GTP-binding protein
195.2069.peg.1773,hypothetical protein
195.2069.peg.1287,Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)
195.2069.peg.426,"Beta-1,3-glucosyltransferase"
195.2070.peg.1425,FIG00638667: hypothetical protein
195.2070.peg.1745,RecD-like DNA helicase YrrC
195.2070.peg.1837,haloacid dehalogenase-like hydrolase domain/phosphoribulokinase domain protein
195.2070.peg.775,"ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)"
195.2070.peg.1782,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2070.peg.1850,Motility accessory factor
195.2070.peg.1833,hypothetical protein
195.2070.peg.1277,[Protein-PII] uridylyltransferase (EC 2.7.7.59) / [Protein-PII]-UMP uridylyl-removing enzyme
195.2070.peg.1713,FIG00638667: hypothetical protein
195.2070.peg.624,hypothetical protein
195.2070.peg.1597,Fibronectin/fibrinogen-binding protein
195.2070.peg.1306,Ferrous iron transporter FeoB
195.2070.peg.1682,"Ribbon-helix-helix protein, copG family domain protein"
195.2070.peg.265,Selenophosphate-dependent tRNA 2-selenouridine synthase
195.2070.peg.1013,lipopolysaccharide core biosynthesis protein LpsA
195.2070.peg.1326,haloacid dehalogenase-like hydrolase domain/phosphoribulokinase domain protein
195.2070.peg.1845,FIG00470336: hypothetical protein
195.2070.peg.1172,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)
195.2070.peg.1840,"hydrolase, haloacid dehalogenase-like family"
195.2070.peg.1580,[Protein-PII] uridylyltransferase (EC 2.7.7.59) / [Protein-PII]-UMP uridylyl-removing enzyme
195.2070.peg.1579,hypothetical protein
195.2070.peg.1822,hypothetical protein
195.2070.peg.1735,"hydrolase, haloacid dehalogenase-like family"
195.2070.peg.1836,Motility accessory factor
195.2071.peg.1375,Possible sugar transferase
195.2071.peg.1847,Putative periplasmic protein
195.2071.peg.1709,hypothetical protein
195.2071.peg.1708,hypothetical protein
195.2071.peg.1778,hypothetical protein
195.2071.peg.697,formyl transferase domain protein
195.2071.peg.1839,"Beta-1,3-glucosyltransferase"
195.2071.peg.1034,haloacid dehalogenase-like hydrolase domain/phosphoribulokinase domain protein
195.2071.peg.1830,hypothetical protein
195.2071.peg.938,hypothetical protein
195.2071.peg.1733,Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster
195.2071.peg.230,Predicted metal-dependent hydrolase
195.2071.peg.1831,hypothetical protein
195.2071.peg.1860,RecD-like DNA helicase YrrC
195.2071.peg.1206,Predicted glycosyltransferase involved in capsule biosynthesis
195.2072.peg.1093,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72) / Type I restriction-modification system, specificity subunit S"
195.2074.peg.1874,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)
195.2074.peg.836,UPF0234 protein Yitk
195.2074.peg.1842,Putative integral membrane protein
195.2074.peg.1845,conserved hypothetical protein
195.2074.peg.1787,"Oligopeptide transporter, OPT family"
195.2074.peg.891,Putative methyl-accepting chemotaxis protein
195.2074.peg.1667,Phage tail fiber protein GpH
195.2074.peg.1836,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2074.peg.505,hypothetical protein
195.2074.peg.1031,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2074.peg.841,Membrane protein
195.2074.peg.840,Membrane protein
195.2074.peg.1877,FIG00469667: hypothetical protein
195.2080.peg.1872,FIG00470222: hypothetical protein
195.2080.peg.1844,hypothetical protein
195.2080.peg.1409,hypothetical protein
195.2080.peg.1114,Translation elongation factor LepA
195.2080.peg.1413,hypothetical protein
195.2080.peg.544,"Signal transduction protein CetA, mediates an energy taxis response"
195.2080.peg.1851,IS605 transposase (tnpA)
195.2080.peg.1018,Channel-forming transporter/cytolysins activator of TpsB family
195.2080.peg.1825,hypothetical protein
195.2080.peg.1640,Protein containing aminopeptidase domain
195.2080.peg.1842,hypothetical protein
195.2080.peg.409,Phosphoglycerol transferase-like protein
195.2080.peg.1454,Phage Rha protein
195.2080.peg.1308,hypothetical protein
195.2080.peg.173,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2080.peg.1869,hypothetical protein
195.2080.peg.1777,hypothetical protein
195.2080.peg.1845,hypothetical protein
195.2080.peg.393,hypothetical protein
195.2080.peg.917,"Type I restriction-modification system, specificity subunit S"
195.2080.peg.1853,hypothetical protein
195.2080.peg.1862,Motility accessory factor
195.2080.peg.1462,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2080.peg.596,Filamentous haemagglutinin domain protein
195.2080.peg.1683,Putative efflux pump
195.2080.peg.1834,hypothetical protein
195.2080.peg.1492,Predicted hydrolase of the alpha/beta superfamily
195.2080.peg.1856,"Acetyltransferase, GNAT family"
195.2080.peg.1,Diaminopimelate decarboxylase (EC 4.1.1.20)
195.2080.peg.1408,hypothetical protein
195.2080.peg.1022,hypothetical protein
195.2080.peg.1533,hypothetical protein
195.2080.peg.1843,hypothetical protein
195.2080.peg.1868,FIG00470627: hypothetical protein
195.2080.peg.1410,Phage Rha protein
195.2080.peg.595,hypothetical protein
195.2080.peg.991,Peptide chain release factor 1
195.2080.peg.1639,Protein containing aminopeptidase domain
195.2082.peg.1212,Motility accessory factor
195.2082.peg.1406,hypothetical protein
195.2082.peg.224,hypothetical protein
195.2082.peg.1803,hypothetical protein
195.2082.peg.1111,DNA recombination and repair protein RecF
195.2082.peg.1763,hypothetical protein
195.2082.peg.1734,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2082.peg.1661,hypothetical protein
195.2082.peg.1004,hypothetical protein
195.2082.peg.1822,hypothetical protein
195.2082.peg.1800,conserved hypothetical protein
195.2082.peg.1000,Arsenical-resistance protein ACR3
195.2082.peg.1719,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2082.peg.1,Two-component system sensor histidine kinase
195.2082.peg.314,Septum formation protein Maf
195.2082.peg.1793,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2082.peg.151,Inner membrane protein YihN
195.2082.peg.1814,Mob
195.2082.peg.1794,"ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)"
195.2082.peg.128,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72) / Type I restriction-modification system, specificity subunit S"
195.2082.peg.313,Septum formation protein Maf
195.2082.peg.735,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2082.peg.1208,hypothetical protein
195.2082.peg.1001,Arsenical-resistance protein ACR3
195.2083.peg.1478,Uncharacterized MFS-type transporter
195.2083.peg.1782,Propionate--CoA ligase (EC 6.2.1.17) / Acetyl-coenzyme A synthetase (EC 6.2.1.1)
195.2083.peg.1439,Citrate lyase beta chain (EC 4.1.3.6)
195.2083.peg.1779,Methyl-accepting chemotaxis signal transduction protein
195.2083.peg.279,"Signal transduction protein CetB, mediates an energy taxis response"
195.2083.peg.1689,hypothetical protein
195.2083.peg.1040,hypothetical protein
195.2083.peg.1741,"Site-specific recombinase, resolvase family"
195.2083.peg.556,Putative acetyltransferase (EC 2.3.1.-)
195.2083.peg.1665,"Site-specific recombinase, resolvase family"
195.2083.peg.1751,hypothetical protein
195.2083.peg.1748,IncQ plasmid conjugative transfer protein TraG
195.2083.peg.96,hypothetical protein
195.2083.peg.1731,hypothetical protein
195.2083.peg.1780,Propionate--CoA ligase (EC 6.2.1.17); Acetyl-CoA synthetase (EC 6.2.1.1)
195.2083.peg.229,hypothetical protein
195.2083.peg.1,hypothetical protein
195.2084.peg.1824,conserved hypothetical protein
195.2084.peg.1742,Enterochelin uptake permease CeuC
195.2084.peg.1741,Enterochelin uptake permease CeuC
195.2084.peg.824,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2084.peg.1813,conserved hypothetical protein
195.2084.peg.1789,hypothetical protein
195.2084.peg.1841,Motility accessory factor
195.2084.peg.1459,Phage tail length tape-measure protein GpT
195.2084.peg.1844,Motility accessory factor
195.2084.peg.1457,"phage virion morphogenesis protein, putative"
195.2084.peg.1794,hypothetical protein
195.2084.peg.1458,"phage virion morphogenesis protein, putative"
195.2084.peg.1447,hypothetical protein
195.2084.peg.811,Filamentous haemagglutinin domain protein
195.2085.peg.1402,hypothetical protein
195.2085.peg.1406,hypothetical protein
195.2085.peg.267,hypothetical protein
195.2085.peg.663,filamentous hemagglutinin/adhesin
195.2085.peg.1237,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
195.2085.peg.1389,hypothetical protein
195.2085.peg.1869,conserved hypothetical protein TIGR01671
195.2085.peg.1140,hypothetical protein
195.2085.peg.399,Oligosaccharyltransferase PglB (EC 2.4.1.119)
195.2085.peg.1879,"bacteriophage DNA transposition protein A, putative"
195.2085.peg.1493,hypothetical protein
195.2085.peg.1061,Putative polysaccharide deacetylase
195.2085.peg.1403,hypothetical protein
195.2085.peg.1894,Putative fibronectin domain-containing lipoprotein
195.2085.peg.1374,hypothetical protein
195.2085.peg.1889,Hemerythrin domain protein
195.2085.peg.731,FIG00973752: TolA-like membrane protein
195.2085.peg.1287,Probable periplasmic protein Cj0776c
195.2085.peg.1424,"RloG protein, putative"
195.2085.peg.1896,Mob
195.2085.peg.1426,Phage antirepressor protein
195.2085.peg.266,hypothetical protein
195.2085.peg.1327,hypothetical protein
195.2085.peg.458,Inner membrane protein YihN
195.2085.peg.1675,Undecaprenyl-diphosphatase (EC 3.6.1.27)
195.2085.peg.1408,hypothetical protein
195.2085.peg.77,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2085.peg.655,Channel-forming transporter/cytolysins activator of TpsB family
195.2085.peg.1885,Ferric receptor CfrA
195.2085.peg.660,large supernatant protein 2
195.2085.peg.1370,hypothetical protein
195.2085.peg.1420,hypothetical protein
195.2085.peg.1236,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
195.2085.peg.662,hypothetical protein
195.2085.peg.459,Inner membrane protein YihN
195.2085.peg.1890,Hemerythrin domain protein
195.2085.peg.661,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family
195.2085.peg.1854,hypothetical protein
195.2085.peg.1880,"bacteriophage DNA transposition protein A, putative"
195.2085.peg.1897,Mob
195.2085.peg.889,Putative fibronectin domain-containing lipoprotein
195.2085.peg.566,hypothetical protein
195.2085.peg.1373,hypothetical protein
195.2085.peg.1881,"bacteriophage DNA transposition protein A, putative"
195.2085.peg.1895,Acetyl-CoA synthetase (EC 6.2.1.1)
195.2086.peg.283,hypothetical protein
195.2086.peg.1552,Methyl-accepting chemotaxis signal transduction protein
195.2086.peg.407,hypothetical protein
195.2086.peg.1223,putative
195.2086.peg.484,Flagellin
195.2086.peg.1784,hypothetical protein
195.2086.peg.402,hypothetical protein
195.2086.peg.711,hypothetical protein
195.2086.peg.463,hypothetical protein
195.2086.peg.821,hypothetical protein
195.2086.peg.1749,hypothetical protein
195.2086.peg.483,Motility accessory factor
195.2086.peg.677,Aliphatic amidase AmiE (EC 3.5.1.4)
195.2086.peg.1771,hypothetical protein
195.2086.peg.399,3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)
195.2086.peg.1619,"major facilitator family transporter, putative"
195.2086.peg.401,Phosphoglycolate phosphatase (EC 3.1.3.18)
195.2086.peg.1779,Phage Rha protein
195.2086.peg.1697,Replication protein
195.2086.peg.1499,Transamidase GatB domain protein
195.2086.peg.1541,FIG00470841: hypothetical protein
195.2086.peg.1780,putative antirepressor
195.2086.peg.1633,integral membrane protein
195.2086.peg.482,hypothetical protein
195.2086.peg.1804,SSU ribosomal protein S11p (S14e)
195.2086.peg.712,hypothetical protein
195.2086.peg.1657,"Coupling protein VirD4, ATPase required for T-DNA transfer"
195.2086.peg.1634,"integral membrane protein, putative"
195.2086.peg.1751,Conjugative transfer protein TrbG
195.2086.peg.501,hypothetical protein
195.2086.peg.1222,Pyruvate carboxylase subunit A (EC 6.4.1.1)
195.2086.peg.1709,"Coupling protein VirD4, ATPase required for T-DNA transfer"
195.2086.peg.1778,"Minor pilin of type IV secretion complex, VirB5"
195.2086.peg.1762,cell filamentation-like protein
195.2086.peg.1761,conserved hypothetical protein
195.2086.peg.400,4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)
195.2086.peg.1782,hypothetical protein
195.2086.peg.730,Integral membrane protein
195.2086.peg.408,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2086.peg.1776,Conjugative transfer protein TrbD
195.2087.peg.108,hypothetical protein
195.2087.peg.681,hypothetical protein
195.2087.peg.1836,Motility accessory factor
195.2087.peg.1021,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
195.2087.peg.1389,hypothetical protein
195.2087.peg.180,hypothetical protein
195.2087.peg.1729,"helicase, Snf2 family"
195.2087.peg.1834,Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)
195.2087.peg.14,hypothetical protein
195.2087.peg.850,Integral membrane protein
195.2087.peg.1782,FIG00469622: hypothetical protein
195.2087.peg.107,hypothetical protein
195.2087.peg.196,hypothetical protein
195.2087.peg.674,hypothetical protein
195.2087.peg.80,Membrane protein
195.2087.peg.1826,hypothetical protein
195.2087.peg.1829,hypothetical protein
195.2087.peg.1267,"Beta-1,3-glucosyltransferase"
195.2087.peg.1745,hypothetical protein
195.2087.peg.1548,formyl transferase domain protein
195.2087.peg.204,putative transcriptional regulator
195.2087.peg.1780,ATP/GTP-binding protein
195.2087.peg.1825,hypothetical protein
195.2087.peg.1687,hypothetical protein
195.2087.peg.947,hypothetical protein
195.2087.peg.1827,Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)
195.2087.peg.1485,Ribosomal RNA adenine dimethylase
195.2087.peg.1397,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2087.peg.1824,hypothetical protein
195.2087.peg.1486,Ribosomal RNA adenine dimethylase
195.2087.peg.1268,"Beta-1,3-glucosyltransferase"
195.2087.peg.1709,Phage Rha protein
195.2087.peg.1710,hypothetical protein
195.2087.peg.1781,FIG00469622: hypothetical protein
195.2087.peg.1828,hypothetical protein
195.2089.peg.620,membrane protein
195.2089.peg.444,hypothetical protein
195.2089.peg.1798,Methyl-accepting chemotaxis signal transduction protein
195.2089.peg.740,Methyl-accepting chemotaxis signal transduction protein
195.2089.peg.766,"DNA primase TraC, putative"
195.2089.peg.1022,hypothetical protein
195.2089.peg.780,"Type I restriction-modification system, specificity subunit S"
195.2089.peg.765,hypothetical protein
195.2089.peg.980,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
195.2089.peg.754,"MloA protein, putative"
195.2089.peg.168,hypothetical protein
195.2089.peg.764,hypothetical protein
195.2089.peg.1466,Putative amino acid activating enzyme (EC 6.3.2.-)
195.2089.peg.767,hypothetical protein
195.2089.peg.1810,hypothetical protein
195.2089.peg.1089,Hemerythrin domain protein
195.2089.peg.1197,Phosphoglycerate transporter protein PgtP
195.2089.peg.438,FIG00470545: hypothetical protein
195.2089.peg.781,hypothetical protein
195.2089.peg.762,hypothetical protein
195.2089.peg.365,"Beta-1,4-galactosyltransferase"
195.2089.peg.763,hypothetical protein
195.2089.peg.777,Aminoglycoside 6-nucleotidyltransferase (EC 2.7.7.-) => ANT(6)-I
195.2089.peg.278,hypothetical protein
195.2089.peg.1743,Methyl-accepting chemotaxis signal transduction protein
195.2089.peg.1521,Membrane protein
195.2089.peg.159,hypothetical protein
195.2089.peg.1833,Motility accessory factor
195.2089.peg.757,TolA protein
195.2089.peg.123,hypothetical protein
195.2089.peg.446,hypothetical protein
195.2089.peg.77,Putative periplasmic protein
195.2089.peg.167,hypothetical protein
195.2089.peg.243,Putative periplasmic ATP/GTP-binding protein
195.2089.peg.1458,hypothetical protein
195.2089.peg.1090,Hemerythrin-like iron-binding protein
195.2089.peg.1667,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
195.2089.peg.137,hypothetical protein
195.2089.peg.1467,Putative amino acid activating enzyme (EC 6.3.2.-)
195.2090.peg.1788,Flagellin
195.2090.peg.1806,Phosphoglycerate transporter protein PgtP
195.2090.peg.298,Signal recognition particle receptor FtsY
195.2090.peg.1791,Motility accessory factor
195.2092.peg.1769,hypothetical protein
195.2092.peg.1200,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
195.2092.peg.1315,hypothetical protein
195.2092.peg.1298,hypothetical protein
195.2092.peg.252,COGs COG3777
195.2092.peg.473,hypothetical protein
195.2092.peg.1051,hypothetical protein
195.2092.peg.1546,hypothetical protein
195.2092.peg.163,Putative integral memnbrane protein
195.2092.peg.406,hypothetical protein
195.2092.peg.1188,ATP/GTP-binding protein
195.2092.peg.1365,Hypothetical protein Cj0797c
195.2092.peg.1571,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
195.2092.peg.1250,Putative efflux protein
195.2092.peg.1177,hypothetical protein
195.2092.peg.266,Methyl-accepting chemotaxis signal transduction protein
195.2092.peg.1169,hypothetical protein
195.2092.peg.827,hypothetical protein
195.2092.peg.1251,Putative efflux protein
195.2092.peg.279,hypothetical protein
195.2092.peg.1549,Legionaminic acid biosynthesis protein PtmG
195.2092.peg.823,hypothetical protein
195.2092.peg.1544,"UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing) (EC 3.2.1.184)"
195.2092.peg.582,Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain
195.2092.peg.1141,hypothetical protein
195.2092.peg.455,FIG00545237: hypothetical protein
195.2092.peg.164,"Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type"
195.2092.peg.1548,Legionaminic acid biosynthesis protein PtmG
195.2092.peg.584,Small hydrophobic protein
195.2092.peg.826,"probable periplasmic protein Cj0413 , putative"
195.2092.peg.456,putative lipoprotein
195.2092.peg.1332,Thymidylate kinase (EC 2.7.4.9)
195.2092.peg.1052,hypothetical protein
195.2092.peg.822,hypothetical protein
195.2092.peg.1124,hypothetical protein
195.2092.peg.1226,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)
195.2092.peg.251,hypothetical protein
195.2092.peg.184,Membrane protein
195.2092.peg.1252,Putative efflux protein
195.2092.peg.1573,Protein containing aminopeptidase domain
195.2093.peg.1589,"Inner membrane protein of type IV secretion of T-DNA complex, VirB6"
195.2093.peg.430,Methionine synthase II (cobalamin-independent)
195.2093.peg.954,FIG00469817: hypothetical protein
195.2093.peg.1639,"Inner membrane protein of type IV secretion of T-DNA complex, VirB6"
195.2093.peg.1054,Type II secretion outermembrane pore forming protein (PulD)
195.2094.peg.639,hypothetical protein
195.2094.peg.1762,hypothetical protein
195.2094.peg.1451,hypothetical protein
195.2094.peg.356,"Ferric iron ABC transporter, ATP-binding protein"
195.2094.peg.1662,Nicotinate phosphoribosyltransferase (EC 2.4.2.11)
195.2094.peg.1424,"Major pilus subunit of type IV secretion complex, VirB2"
195.2094.peg.1312,ATP synthase F0 sector subunit c (EC 3.6.3.14)
195.2094.peg.903,Flagellar cap protein FliD
195.2094.peg.1749,Methylisocitrate lyase (EC 4.1.3.30)
195.2094.peg.1680,hypothetical protein
195.2094.peg.1371,Methyl-accepting chemotaxis signal transduction protein
195.2094.peg.1423,Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)
195.2094.peg.1800,Motility accessory factor
195.2094.peg.1718,Methyl-accepting chemotaxis signal transduction protein
195.2094.peg.1416,"C4-dicarboxylate anaerobic carrier, putative"
195.2094.peg.1797,Flagellin
195.2094.peg.499,Putative fibronectin domain-containing lipoprotein
195.2095.peg.978,hypothetical protein
195.2095.peg.306,FIG00471048: hypothetical protein
195.2095.peg.1745,Putative transferase
195.2095.peg.1524,FIG00973752: TolA-like membrane protein
195.2095.peg.1804,hypothetical protein
195.2095.peg.1426,hypothetical protein
195.2095.peg.1308,hypothetical protein
195.2095.peg.1328,hypothetical protein
195.2095.peg.1823,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2095.peg.20,FIG00638667: hypothetical protein
195.2095.peg.880,hypothetical protein
195.2095.peg.121,Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241)
195.2095.peg.1821,hypothetical protein
195.2095.peg.1329,hypothetical protein
195.2095.peg.1822,hypothetical protein
195.2095.peg.979,hypothetical protein
195.2095.peg.1666,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2095.peg.1610,CAAX amino terminal protease family protein
195.2095.peg.796,hypothetical protein
195.2095.peg.1260,hypothetical protein
195.2095.peg.1810,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2095.peg.1301,ATP/GTP-binding protein
195.2095.peg.1487,Ribosomal RNA adenine dimethylase
195.2095.peg.218,hypothetical protein
195.2095.peg.797,hypothetical protein
195.2095.peg.1774,formyl transferase domain protein
195.2095.peg.1182,Phage antirepressor protein
