cluster,product_name
Cluster 4154,Legionaminic acid biosynthesis protein PtmG
Cluster 4155,Translation elongation factor G
Cluster 4156,23S rRNA (guanosine(2251)-2'-O)-methyltransferase (EC 2.1.1.185)
Cluster 4157,"AgrC, putative"
Cluster 4158,hypothetical protein
Cluster 4159,hygromycin-B-phosphotransferase
Cluster 4160,hypothetical protein
Cluster 4161,hypothetical protein
Cluster 4162,Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Cluster 4163,Membrane protein
Cluster 4164,"integral membrane protein, putative"
Cluster 4165,Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)
Cluster 4166,"ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)"
Cluster 4167,"Methyltransferase (EC 2.1.1.-), possibly involved in O-methyl phosphoramidate capsule modification"
Cluster 4168,Ferric receptor CfrA
Cluster 4169,Translation elongation factor LepA
Cluster 4170,lipopolysaccharide core biosynthesis protein LpsA
Cluster 4171,hypothetical protein
Cluster 4172,hypothetical protein
Cluster 4173,hypothetical protein
Cluster 4174,DEDDh 3'-5' exonuclease domain of the epsilon subunit of DNA polymerase III
Cluster 4175,Phage Rha protein
Cluster 4176,Motility accessory factor
Cluster 4177,3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)
Cluster 4178,hypothetical protein
Cluster 4179,Flagellin
Cluster 4180,hypothetical protein
Cluster 4181,"Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety, TenA subgroup with Cys in active site"
Cluster 4182,putative replication protein B
Cluster 4183,Phosphoglycerate transporter protein PgtP
Cluster 4184,Probable periplasmic protein Cj1079
Cluster 4185,"Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)"
Cluster 4186,hypothetical protein
Cluster 4187,FIG00638667: hypothetical protein
Cluster 4188,Homolog of BLC protein
Cluster 4189,tmRNA-binding protein SmpB
Cluster 4190,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)"
Cluster 4191,"Beta-1,4-galactosyltransferase"
Cluster 4192,Phage tail sheath monomer GpFI
Cluster 4193,FIG00472059: hypothetical protein
Cluster 4194,Putative amino-acid transport protein
Cluster 4195,hypothetical protein
Cluster 4196,hypothetical protein
Cluster 4197,"ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)"
Cluster 4198,Putative periplasmic protein
Cluster 4199,hypothetical protein
Cluster 4200,hypothetical protein
Cluster 4201,hypothetical protein
Cluster 4202,hypothetical protein
Cluster 4203,hypothetical protein
Cluster 4204,"bacteriophage DNA transposition protein A, putative"
Cluster 4205,hypothetical protein
Cluster 4206,hypothetical protein
Cluster 4207,DNA protection during starvation protein
Cluster 4208,Flagellar-associated protein FlgQ
Cluster 4209,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)
Cluster 4210,hypothetical protein
Cluster 4211,hypothetical protein
Cluster 4212,hypothetical protein
Cluster 4213,hypothetical protein
Cluster 4214,CAAX amino terminal protease family protein
Cluster 4215,"Fe2+ ABC transporter, substrate binding protein"
Cluster 4216,FIG00638667: hypothetical protein
Cluster 4217,hypothetical protein
Cluster 4218,Motility accessory factor
Cluster 4219,hypothetical protein
Cluster 4220,hypothetical protein
Cluster 4221,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Cluster 4222,hypothetical protein
Cluster 4223,"helicase, Snf2 family"
Cluster 4224,hypothetical protein
Cluster 4225,CDP-4-dehydro-6-deoxy-D-glucose 3-dehydratase (EC 4.2.1.-)
Cluster 4226,hypothetical protein
Cluster 4227,"Oligopeptide transporter, OPT family"
Cluster 4228,Methyl-accepting chemotaxis signal transduction protein
Cluster 4229,Homolog of BLC protein
Cluster 4230,Putative integral membrane protein
Cluster 4231,mobilization protein
Cluster 4232,hypothetical protein
Cluster 4233,Predicted amino-acid acetyltransferase (EC 2.3.1.1) complementing ArgA function in Arginine Biosynthesis pathway
Cluster 4234,Putative periplasmic protein
Cluster 4235,Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)
Cluster 4236,hypothetical protein
Cluster 4237,hypothetical protein
Cluster 4238,L-carnitine dehydratase/bile acid-inducible protein F (EC 2.8.3.16)
Cluster 4239,Phage Rha protein
Cluster 4240,"tail fiber protein H, putative"
Cluster 4241,hypothetical protein
Cluster 4242,IncF plasmid conjugative transfer pilus assembly protein TraV
Cluster 4243,Integral membrane protein
Cluster 4244,hypothetical protein
Cluster 4245,hypothetical protein
Cluster 4246,hypothetical protein
Cluster 4247,hypothetical protein
Cluster 4248,RloF
Cluster 4249,hypothetical protein
Cluster 4250,Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)
Cluster 4251,SSU ribosomal protein S5p (S2e)
Cluster 4252,Bacterial ribosome SSU maturation protein RimP
Cluster 4253,LSU ribosomal protein L9p
Cluster 4254,Tricarboxylate transport protein TctB
Cluster 4255,Transamidase GatB domain protein
Cluster 4256,hypothetical protein
Cluster 4257,Integral membrane protein
Cluster 4258,hypothetical protein
Cluster 4259,cag pathogenicity island protein (cag12)
Cluster 4260,hypothetical protein
Cluster 4261,hypothetical protein
Cluster 4262,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
Cluster 4263,hypothetical protein
Cluster 4264,Putative methyl-accepting chemotaxis protein
Cluster 4265,hypothetical protein
Cluster 4266,FIG00973752: TolA-like membrane protein
Cluster 4267,"bacteriophage DNA transposition protein A, putative"
Cluster 4268,tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)
Cluster 4269,hypothetical protein
Cluster 4270,putative anion permease
Cluster 4271,hypothetical protein
Cluster 4272,FIG00470336: hypothetical protein
Cluster 4273,Aliphatic amidase AmiE (EC 3.5.1.4)
Cluster 4274,Methyl-accepting chemotaxis signal transduction protein
Cluster 4275,Acetyl-CoA synthetase (EC 6.2.1.1)
Cluster 4276,hypothetical protein
Cluster 4277,"bacteriophage DNA transposition protein A, putative"
Cluster 4278,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)"
Cluster 4279,Ribonuclease HI (EC 3.1.26.4)
Cluster 4280,hypothetical protein
Cluster 4281,FIG00472493: hypothetical protein
Cluster 4282,Pyruvate carboxylase subunit A (EC 6.4.1.1)
Cluster 4283,Translation elongation factor LepA
Cluster 4284,Flagellar biosynthesis protein FlhA
Cluster 4285,hypothetical protein
Cluster 4286,Membrane protein
Cluster 4287,Flagellin
Cluster 4288,Mobile element protein
Cluster 4289,hypothetical protein
Cluster 4290,Enterochelin uptake permease CeuB
Cluster 4291,hypothetical protein
Cluster 4292,Conjugative transfer transglycosylase
Cluster 4293,Motility accessory factor
Cluster 4294,Uncharacterized membrane-anchored protein HP0586
Cluster 4295,"Ferric siderophore transport system, biopolymer transport protein ExbB"
Cluster 4296,hypothetical protein
Cluster 4297,Putative transmembrane transport protein
Cluster 4298,"C4-dicarboxylate anaerobic carrier, putative"
Cluster 4299,hypothetical protein
Cluster 4300,"Methyltransferase (EC 2.1.1.-), possibly involved in O-methyl phosphoramidate capsule modification"
Cluster 4301,hypothetical protein
Cluster 4302,putative lipoprotein
Cluster 4303,Ribose-5-phosphate isomerase B (EC 5.3.1.6)
Cluster 4304,hypothetical protein
Cluster 4305,protease IV (PspA)
Cluster 4306,Selenophosphate-dependent tRNA 2-selenouridine synthase
Cluster 4307,hypothetical protein
Cluster 4308,Aspartate racemase (EC 5.1.1.13)
Cluster 4309,hypothetical protein
Cluster 4310,Pseudoazurin
Cluster 4311,RecD-like DNA helicase YrrC
Cluster 4312,hypothetical protein
Cluster 4313,hypothetical protein
Cluster 4314,hypothetical protein
Cluster 4315,hypothetical protein
Cluster 4316,Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)
Cluster 4317,hypothetical protein
Cluster 4318,hypothetical protein
Cluster 4319,hypothetical protein
Cluster 4320,conserved hypothetical protein
Cluster 4321,Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW
Cluster 4322,hypothetical protein
Cluster 4323,DEDDh 3'-5' exonuclease domain of the epsilon subunit of DNA polymerase III
Cluster 4324,"bacteriophage DNA transposition protein A, putative"
Cluster 4325,"Beta-1,3-glucosyltransferase"
Cluster 4326,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 4327,Transcriptional regulator
Cluster 4328,gamma-Glutamyl-CDP-amidate hydrolase involved in O-methyl phosphoramidate capsule modification
Cluster 4329,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4330,Mobile element protein
Cluster 4331,Phage DNA adenine methylase (EC 2.1.1.72)
Cluster 4332,hypothetical protein
Cluster 4333,Motility accessory factor
Cluster 4334,Motility accessory factor
Cluster 4335,Putative cytochrome c
Cluster 4336,Flagellar basal-body rod protein FlgB
Cluster 4337,CRISPR-associated protein Cas2
Cluster 4338,hypothetical protein
Cluster 4339,hypothetical protein
Cluster 4340,hypothetical protein
Cluster 4341,hypothetical protein
Cluster 4342,lipopolysaccharide core biosynthesis protein LpsA
Cluster 4343,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4344,hypothetical protein
Cluster 4345,hypothetical protein
Cluster 4346,Putative integral membrane protein
Cluster 4347,Peptidyl-tRNA hydrolase (EC 3.1.1.29)
Cluster 4348,Putative bacterial haemoglobin
Cluster 4349,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
Cluster 4350,hypothetical protein
Cluster 4351,hypothetical protein
Cluster 4352,hypothetical protein
Cluster 4353,Membrane protein
Cluster 4354,hypothetical protein
Cluster 4355,5-hydroxyisourate hydrolase (EC 3.5.2.17)
Cluster 4356,"Transcriptional regulator, AraC family"
Cluster 4357,conserved hypothetical protein
Cluster 4358,Flagellin
Cluster 4359,hypothetical protein
Cluster 4360,hypothetical protein
Cluster 4361,hypothetical protein
Cluster 4362,hypothetical protein
Cluster 4363,FIG00973752: TolA-like membrane protein
Cluster 4364,Putative thioredoxin
Cluster 4365,Translation-disabling ACNase RloC
Cluster 4366,FIG00638667: hypothetical protein
Cluster 4367,Inner membrane protein YihN
Cluster 4368,hypothetical protein
Cluster 4369,Replication protein Rep
Cluster 4370,Motility accessory factor
Cluster 4371,LSU ribosomal protein L11p (L12e)
Cluster 4372,Acetyltransferase
Cluster 4373,ATP synthase F0 sector subunit b' (EC 3.6.3.14)
Cluster 4374,LSU ribosomal protein L13p (L13Ae)
Cluster 4375,LSU ribosomal protein L16p (L10e)
Cluster 4376,"Ribbon-helix-helix protein, copG family domain protein"
Cluster 4377,Signal transduction histidine kinase CheA
Cluster 4378,Single-stranded DNA-binding protein
Cluster 4379,hypothetical protein
Cluster 4380,Conjugative transfer protein TrbL
Cluster 4381,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85) / Aminodeoxychorismate lyase (EC 4.1.3.38)"
Cluster 4382,hypothetical protein
Cluster 4383,Phosphoglycerol transferase-like protein
Cluster 4384,hypothetical protein
Cluster 4385,Citrate lyase beta chain (EC 4.1.3.6)
Cluster 4386,hypothetical protein
Cluster 4387,hypothetical protein
Cluster 4388,hypothetical protein
Cluster 4389,hypothetical protein
Cluster 4390,Enterochelin uptake periplasmic binding protein
Cluster 4391,hypothetical protein
Cluster 4392,hypothetical protein
Cluster 4393,Possible dnaJ-like protein
Cluster 4394,Phage antirepressor protein
Cluster 4395,UPF0246 protein YaaA
Cluster 4396,GDP-L-fucose synthetase (EC 1.1.1.271)
Cluster 4397,Flagellin
Cluster 4398,LSU ribosomal protein L22p (L17e)
Cluster 4399,hypothetical protein
Cluster 4400,FIG00471540: hypothetical protein
Cluster 4401,conserved hypothetical protein TIGR01671
Cluster 4402,hypothetical protein
Cluster 4403,hypothetical protein
Cluster 4404,Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)
Cluster 4405,Putative uncharacterized protein FIG019238
Cluster 4406,Putative haem-binding lipoprotein
Cluster 4407,Membrane protein
Cluster 4408,"Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family"
Cluster 4409,"Cytolethal distending toxin subunit B, DNase I-like"
Cluster 4410,Protein translocase subunit SecD
Cluster 4411,Methyl-accepting chemotaxis signal transduction protein
Cluster 4412,Alpha-ketoglutarate permease
Cluster 4413,Cytolethal distending toxin subunit A
Cluster 4414,Transmembrane protein YfcA
Cluster 4415,Motility accessory factor
Cluster 4416,FIG00471048: hypothetical protein
Cluster 4417,Two-component system sensor histidine kinase
Cluster 4418,hypothetical protein
Cluster 4419,hypothetical protein
Cluster 4420,Phage tail formation protein GpI
Cluster 4421,Phage Rha protein
Cluster 4422,hypothetical protein
Cluster 4423,conserved hypothetical protein
Cluster 4424,hypothetical protein
Cluster 4425,Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)
Cluster 4426,Phage Rha protein
Cluster 4427,Inner membrane protein YihN
Cluster 4428,FIG00470336: hypothetical protein
Cluster 4429,Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)
Cluster 4430,Phage Rha protein
Cluster 4431,hypothetical protein
Cluster 4432,Phage tail fiber protein GpH
Cluster 4433,"Type I restriction-modification system, specificity subunit S"
Cluster 4434,hypothetical protein
Cluster 4435,FIG00470627: hypothetical protein
Cluster 4436,hypothetical protein
Cluster 4437,hypothetical protein
Cluster 4438,ATP/GTP-binding protein
Cluster 4439,hypothetical protein
Cluster 4440,FIG00469432: hypothetical protein
Cluster 4441,Possible dnaJ-like protein
Cluster 4442,"alpha-2,3-sialyltransferase"
Cluster 4443,Lactam utilization protein LamB
Cluster 4444,hypothetical protein
Cluster 4445,hypothetical protein
Cluster 4446,hypothetical protein
Cluster 4447,unknown
Cluster 4448,FIG00469638: hypothetical protein
Cluster 4449,Hypothetical UPF0306 protein Cj1449c
Cluster 4450,"Copper metallochaperone PCu(A)C, inserts Cu(I) into cytochrome oxidase subunit II"
Cluster 4451,FIG00638667: hypothetical protein
Cluster 4452,Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)
Cluster 4453,Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)
Cluster 4454,Methyl-accepting chemotaxis signal transduction protein
Cluster 4455,Putative methyl-accepting chemotaxis protein
Cluster 4456,hypothetical protein
Cluster 4457,hypothetical protein
Cluster 4458,Filamentous haemagglutinin domain protein
Cluster 4459,hypothetical protein
Cluster 4460,hypothetical protein
Cluster 4461,hypothetical protein
Cluster 4462,hypothetical protein
Cluster 4463,hypothetical protein
Cluster 4464,IncF plasmid conjugative transfer protein TraG
Cluster 4465,Putative acyl-CoA thioester hydrolase (EC 3.1.2.-)
Cluster 4466,Nucleoside diphosphate kinase (EC 2.7.4.6)
Cluster 4467,hypothetical protein
Cluster 4468,hypothetical protein
Cluster 4469,hypothetical protein
Cluster 4470,"helicase, Snf2 family"
Cluster 4471,"membrane protein, putative"
Cluster 4472,hypothetical protein
Cluster 4473,hypothetical protein
Cluster 4474,hypothetical protein
Cluster 4475,Putative efflux protein
Cluster 4476,Hot dog fold protein HP0420
Cluster 4477,hypothetical protein
Cluster 4478,hypothetical protein
Cluster 4479,FIG00469806: hypothetical protein
Cluster 4480,hypothetical protein
Cluster 4481,FIG015287: Zinc protease
Cluster 4482,hypothetical protein
Cluster 4483,Imidazole glycerol phosphate synthase amidotransferase subunit HisH
Cluster 4484,Imidazole glycerol phosphate synthase amidotransferase subunit HisH
Cluster 4485,hypothetical protein
Cluster 4486,Putative integral membrane protein
Cluster 4487,Putative phage protein
Cluster 4488,hypothetical protein
Cluster 4489,hypothetical protein
Cluster 4490,Integral membrane protein
Cluster 4491,hypothetical protein
Cluster 4492,Rrf2 family transcriptional regulator
Cluster 4493,membrane protein
Cluster 4494,"Ferric siderophore transport system, biopolymer transport protein ExbD"
Cluster 4495,Peroxide stress regulator; Ferric uptake regulation protein; Fe2+/Zn2+ uptake regulation proteins
Cluster 4496,Hypothetical protein Cj1505c
Cluster 4497,hypothetical protein
Cluster 4498,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase (EC 2.3.1.202)"
Cluster 4499,conserved hypothetical protein TIGR01671
Cluster 4500,hypothetical protein
Cluster 4501,hypothetical protein
Cluster 4502,Motility accessory factor
Cluster 4503,"ISCco1, transposase orfB"
Cluster 4504,hypothetical protein
Cluster 4505,hypothetical protein
Cluster 4506,"ABC transporter, ATP-binding protein (cluster 9, phospholipid)"
Cluster 4507,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4508,Motility accessory factor
Cluster 4509,Haemin uptake system outer membrane receptor
Cluster 4510,Citrate lyase beta chain (EC 4.1.3.6)
Cluster 4511,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Cluster 4512,hypothetical protein
Cluster 4513,Membrane protein
Cluster 4514,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly"
Cluster 4515,hypothetical protein
Cluster 4516,hypothetical protein
Cluster 4517,hypothetical protein
Cluster 4518,lipopolysaccharide core biosynthesis protein LpsA
Cluster 4519,hypothetical protein
Cluster 4520,Methyl-accepting chemotaxis signal transduction protein
Cluster 4521,Putative periplasmic protein
Cluster 4522,"Acetyltransferase, GNAT family"
Cluster 4523,"Beta-1,3-glucosyltransferase"
Cluster 4524,Motility accessory factor
Cluster 4525,UPF0126 inner membrane protein YicG
Cluster 4526,Motility accessory factor
Cluster 4527,Putative MCP-type signal transduction protein
Cluster 4528,Motility accessory factor
Cluster 4529,Flagellin
Cluster 4530,hypothetical protein
Cluster 4531,Membrane protein
Cluster 4532,hypothetical protein
Cluster 4533,hypothetical protein
Cluster 4534,hypothetical protein
Cluster 4535,Motility accessory factor
Cluster 4536,Bacteriocin resistance protein; peptidase C39
Cluster 4537,hypothetical protein
Cluster 4538,"Phage protein Mup29, H"
Cluster 4539,Diaminopimelate decarboxylase (EC 4.1.1.20)
Cluster 4540,short chain dehydrogenase
Cluster 4541,Twin-arginine translocation protein TatB
Cluster 4542,hypothetical protein
Cluster 4543,Tat (twin-arginine translocation) pathway signal sequence domain protein
Cluster 4544,"ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)"
Cluster 4545,hypothetical protein
Cluster 4546,FIG00469769: hypothetical protein
Cluster 4547,Membrane protein
Cluster 4548,hypothetical protein
Cluster 4549,"toxin-antitoxin protein, putative"
Cluster 4550,hypothetical protein
Cluster 4551,hypothetical protein
Cluster 4552,membrane protein
Cluster 4553,Septum formation protein Maf
Cluster 4554,Putative periplasmic protein
Cluster 4555,hypothetical protein
Cluster 4556,hypothetical protein
Cluster 4557,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4558,hypothetical protein
Cluster 4559,FIG00469432: hypothetical protein
Cluster 4560,Predicted P-loop ATPase
Cluster 4561,"N,N'-diacetyllegionaminic acid synthase (EC 2.5.1.101)"
Cluster 4562,FIG00471065: hypothetical protein
Cluster 4563,Phosphoserine phosphatase (EC 3.1.3.3)
Cluster 4564,Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)
Cluster 4565,hypothetical protein
Cluster 4566,hypothetical protein
Cluster 4567,hypothetical protein
Cluster 4568,IncF plasmid conjugative transfer protein TraG
Cluster 4569,Motility accessory factor
Cluster 4570,Proline dehydrogenase (EC 1.5.5.2) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)
Cluster 4571,hypothetical protein
Cluster 4572,hypothetical protein
Cluster 4573,FIG00469761: hypothetical protein
Cluster 4574,hypothetical protein
Cluster 4575,Integral membrane protein
Cluster 4576,Methyl-accepting chemotaxis signal transduction protein
Cluster 4577,"dTDP-6-deoxy-3,4-keto-hexulose isomerase (EC 5.3.2.3)"
Cluster 4578,ATP/GTP-binding protein
Cluster 4579,hypothetical protein
Cluster 4580,Motility accessory factor
Cluster 4581,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4582,hypothetical protein
Cluster 4583,conserved hypothetical protein
Cluster 4584,hypothetical protein
Cluster 4585,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4586,"Transcriptional regulator, LysR family"
Cluster 4587,hypothetical protein
Cluster 4588,L-glutamine kinase involved in O-methyl phosphoramidate capsule modification
Cluster 4589,Replication protein
Cluster 4590,"PhoX, Predicted phosphatase"
Cluster 4591,Transcription termination protein NusB
Cluster 4592,Filamentous haemagglutinin domain protein
Cluster 4593,Transmembrane protein YfcA
Cluster 4594,S-adenosylmethionine synthetase (EC 2.5.1.6)
Cluster 4595,hypothetical protein
Cluster 4596,"SMF family protein, DNA processing chain A (DprA)"
Cluster 4597,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4598,hypothetical protein
Cluster 4599,Flagellar cap protein FliD
Cluster 4600,"hypothetical phage protein, putative"
Cluster 4601,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
Cluster 4602,hypothetical protein
Cluster 4603,Phosphoglycerate transporter protein PgtP
Cluster 4604,Motility accessory factor
Cluster 4605,Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase
Cluster 4606,hypothetical protein
Cluster 4607,FIG00438569: hypothetical protein
Cluster 4608,hypothetical protein
Cluster 4609,Citrate lyase beta chain (EC 4.1.3.6)
Cluster 4610,hypothetical protein
Cluster 4611,SSU ribosomal protein S8p (S15Ae)
Cluster 4612,Flagellin
Cluster 4613,hypothetical protein
Cluster 4614,hypothetical protein
Cluster 4615,Flagellin
Cluster 4616,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
Cluster 4617,hypothetical protein
Cluster 4618,Arsenical-resistance protein ACR3
Cluster 4619,Methyl-accepting chemotaxis signal transduction protein
Cluster 4620,Penicillin-insensitive transglycosylase (EC 2.4.2.-) & transpeptidase PBP-1C
Cluster 4621,Flagellin
Cluster 4622,Membrane protein
Cluster 4623,hypothetical protein
Cluster 4624,Flagellin
Cluster 4625,hypothetical protein
Cluster 4626,hypothetical protein
Cluster 4627,hypothetical protein
Cluster 4628,Methyl-accepting chemotaxis signal transduction protein
Cluster 4629,hypothetical protein
Cluster 4630,Motility accessory factor
Cluster 4631,hypothetical protein
Cluster 4632,Motility accessory factor
Cluster 4633,Capsular polysaccharide biosynthesis protein
Cluster 4634,LSU ribosomal protein L15p (L27Ae)
Cluster 4635,Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY
Cluster 4636,SSU ribosomal protein S11p (S14e)
Cluster 4637,hypothetical protein
Cluster 4638,Inner membrane protein YihN
Cluster 4639,Putative periplasmic protein
Cluster 4640,hypothetical protein
Cluster 4641,Methyl-accepting chemotaxis protein
Cluster 4642,hypothetical protein
Cluster 4643,"Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) / Sulfate permease, Trk-type"
Cluster 4644,hypothetical protein
Cluster 4645,LSU ribosomal protein L7p/L12p (P1/P2)
Cluster 4646,Membrane protein
Cluster 4647,FIG00470597: hypothetical protein
Cluster 4648,death-on-curing family protein
Cluster 4649,hypothetical protein
Cluster 4650,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 4651,hypothetical protein
Cluster 4652,Uncharacterized protein similar to VCA0109
Cluster 4653,hypothetical protein
Cluster 4654,Citrate lyase beta chain (EC 4.1.3.6)
Cluster 4655,SSU ribosomal protein S9p (S16e)
Cluster 4656,"Tol biopolymer transport system, TolR protein"
Cluster 4657,Flagellar assembly factor FliW
Cluster 4658,NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)
Cluster 4659,ATP synthase epsilon chain (EC 3.6.3.14)
Cluster 4660,Biopolymer transport protein ExbD/TolR
Cluster 4661,predicted membrane-associated
Cluster 4662,hypothetical protein
Cluster 4663,hypothetical protein
Cluster 4664,Putative periplasmic protein
Cluster 4665,Membrane protein
Cluster 4666,Putative integral memnbrane protein
Cluster 4667,hypothetical protein
Cluster 4668,hypothetical protein
Cluster 4669,gamma-Glutamyl-CDP-amidate hydrolase involved in O-methyl phosphoramidate capsule modification
Cluster 4670,Fucose permease
Cluster 4671,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)"
Cluster 4672,hypothetical protein
Cluster 4673,Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)
Cluster 4674,hypothetical protein
Cluster 4675,Protein containing aminopeptidase domain
Cluster 4676,Arsenical-resistance protein ACR3
Cluster 4677,"ABC transporter, ATP-binding protein (cluster 9, phospholipid)"
Cluster 4678,hypothetical protein
Cluster 4679,hypothetical protein
Cluster 4680,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4681,"transcriptional regulator, Crp/Fnr family"
Cluster 4682,hypothetical protein
Cluster 4683,Probable integral membrane protein Cj0851c
Cluster 4684,SSU ribosomal protein S12p (S23e)
Cluster 4685,Flagellar biosynthesis protein FliS
Cluster 4686,Putative integral memnbrane protein
Cluster 4687,hypothetical protein
Cluster 4688,hypothetical protein
Cluster 4689,conserved hypothetical protein TIGR01671
Cluster 4690,HtrA protease/chaperone protein / Serine protease (Protease DO) (EC 3.4.21.-)
Cluster 4691,hypothetical protein
Cluster 4692,hypothetical protein
Cluster 4693,Hemerythrin domain protein
Cluster 4694,TolA protein
Cluster 4695,hypothetical protein
Cluster 4696,FIG00470755: hypothetical protein
Cluster 4697,hypothetical protein
Cluster 4698,"UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing) (EC 3.2.1.184)"
Cluster 4699,"Signal transduction protein CetB, mediates an energy taxis response"
Cluster 4700,"Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)"
Cluster 4701,Modulator of drug activity B
Cluster 4702,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)
Cluster 4703,hypothetical protein
Cluster 4704,hypothetical protein
Cluster 4705,Epoxyqueuosine reductase (EC 1.17.99.6) QueH / hypothetical domain
Cluster 4706,"Tetracycline resistance, ribosomal protection type => Tet(O)"
Cluster 4707,"ABC transporter, permease protein (cluster 9, phospholipid)"
Cluster 4708,hypothetical protein
Cluster 4709,Outer-membrane-phospholipid-binding lipoprotein MlaA
Cluster 4710,FIG00638667: hypothetical protein
Cluster 4711,NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)
Cluster 4712,FIG00638667: hypothetical protein
Cluster 4713,JHP0747 family
Cluster 4714,hypothetical protein
Cluster 4715,Haloacid dehalogenase-like hydrolase
Cluster 4716,Flagellin
Cluster 4717,Putative transferase
Cluster 4718,Phage tail formation protein GpD
Cluster 4719,Motility accessory factor
Cluster 4720,FIG00470444: hypothetical protein
Cluster 4721,"ISCco1, transposase orfB"
Cluster 4722,hypothetical protein
Cluster 4723,Glycerate kinase (EC 2.7.1.31)
Cluster 4724,hypothetical protein
Cluster 4725,Motility accessory factor
Cluster 4726,FIG00470112: hypothetical protein
Cluster 4727,hypothetical protein
Cluster 4728,DNA transfer system protein TraJ
Cluster 4729,hypothetical protein
Cluster 4730,Phage Rha protein
Cluster 4731,hypothetical protein
Cluster 4732,Acylphosphate phosphohydrolase (EC 3.6.1.7) / [NiFe] hydrogenase metallocenter assembly protein HypF
Cluster 4733,hypothetical protein
Cluster 4734,Integral membrane protein
Cluster 4735,hypothetical protein
Cluster 4736,hypothetical protein
