,patric_id,classification,product,antibiotics,feature_id,gene,genome_id,refseq_locus_tag,source,evidence,query_coverage
25724,fig|562.23521.peg.4478,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.23521.562.23521.con.0036.CDS.24786.26534.rev,,562.23521,,CARD,BLAT,100.0
25727,fig|562.23522.peg.1691,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23522.562.23522.con.0005.CDS.61668.62861.fwd,,562.23522,,PATRIC,K-mer Search,
25730,fig|562.23522.peg.229,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.23522.562.23522.con.0001.CDS.236863.238344.rev,,562.23522,,CARD,BLAT,100.0
25735,fig|562.23522.peg.1049,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.23522.562.23522.con.0003.CDS.74393.74983.rev,,562.23522,,PATRIC,K-mer Search,
25738,fig|562.23522.peg.2896,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.23522.562.23522.con.0010.CDS.3039.3413.rev,,562.23522,,PATRIC,K-mer Search,
25740,fig|562.23522.peg.955,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.23522.562.23522.con.0002.CDS.475155.477176.fwd,,562.23522,,CARD,BLAT,100.0
25744,fig|562.23522.peg.2380,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23522.562.23522.con.0007.CDS.253505.253654.rev,,562.23522,,PATRIC,K-mer Search,
25745,fig|562.23522.peg.1605,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23522.562.23522.con.0004.CDS.312506.313669.rev,,562.23522,,CARD,BLAT,90.0
25746,fig|562.23522.peg.4250,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23522.562.23522.con.0022.CDS.17012.17323.fwd,,562.23522,,PATRIC,K-mer Search,
25747,fig|562.23522.peg.1605,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23522.562.23522.con.0004.CDS.312506.313669.rev,,562.23522,,PATRIC,K-mer Search,
25749,fig|562.23522.peg.1604,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23522.562.23522.con.0004.CDS.310968.312506.rev,,562.23522,,CARD,BLAT,100.0
25756,fig|562.23523.peg.1205,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.23523.562.23523.con.0003.CDS.238929.240410.rev,,562.23523,,CARD,BLAT,100.0
25773,fig|562.23523.peg.2166,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.23523.562.23523.con.0007.CDS.61019.61609.rev,,562.23523,,PATRIC,K-mer Search,
25775,fig|562.23524.peg.2402,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.23524.562.23524.con.0014.CDS.2315.4336.rev,,562.23524,,CARD,BLAT,100.0
25777,fig|562.23524.peg.4397,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23524.562.23524.con.0045.CDS.1843.2154.fwd,,562.23524,,PATRIC,K-mer Search,
25778,fig|562.23524.peg.2739,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",ciprofloxacin ,PATRIC.562.23524.562.23524.con.0016.CDS.103126.106230.fwd,,562.23524,,PATRIC,K-mer Search,
25797,fig|562.23524.peg.3609,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.23524.562.23524.con.0026.CDS.39843.41075.rev,,562.23524,,PATRIC,K-mer Search,
25803,fig|562.23525.peg.741,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.23525.562.23525.con.0003.CDS.122607.123839.fwd,,562.23525,,PATRIC,K-mer Search,
25804,fig|562.23525.peg.1245,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23525.562.23525.con.0005.CDS.131501.132148.fwd,,562.23525,,PATRIC,K-mer Search,
25821,fig|562.23525.peg.157,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.23525.562.23525.con.0001.CDS.171789.172403.rev,,562.23525,,PATRIC,K-mer Search,
25825,fig|562.23526.peg.43,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.23526.562.23526.con.0001.CDS.71087.71491.rev,,562.23526,,PATRIC,K-mer Search,
25832,fig|562.23526.peg.4057,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23526.562.23526.con.0029.CDS.16961.17272.fwd,,562.23526,,PATRIC,K-mer Search,
25836,fig|562.23526.peg.4115,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.23526.562.23526.con.0030.CDS.17854.18477.fwd,,562.23526,,PATRIC,K-mer Search,
25841,fig|562.23526.peg.2442,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23526.562.23526.con.0011.CDS.96124.99273.rev,,562.23526,,PATRIC,K-mer Search,
25842,fig|562.23526.peg.1349,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.23526.562.23526.con.0005.CDS.3039.3413.rev,,562.23526,,PATRIC,K-mer Search,
25850,fig|562.23527.peg.492,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.23527.562.23527.con.0001.CDS.494623.495027.fwd,,562.23527,,PATRIC,K-mer Search,
25855,fig|562.23527.peg.783,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.23527.562.23527.con.0002.CDS.290350.292977.rev,,562.23527,,PATRIC,K-mer Search,
25859,fig|562.23527.peg.4273,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23527.562.23527.con.0027.CDS.17030.17341.fwd,,562.23527,,PATRIC,K-mer Search,
25863,fig|562.23527.peg.2168,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.23527.562.23527.con.0007.CDS.172276.174690.rev,,562.23527,,PATRIC,K-mer Search,
25884,fig|562.23528.peg.1603,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.23528.562.23528.con.0005.CDS.202017.203249.rev,,562.23528,,PATRIC,K-mer Search,
25893,fig|562.23528.peg.4322,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23528.562.23528.con.0025.CDS.14017.14400.rev,,562.23528,,PATRIC,K-mer Search,
25894,fig|562.23528.peg.4850,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.23528.562.23528.con.0038.CDS.21077.21490.rev,,562.23528,,PATRIC,K-mer Search,
25899,fig|562.23528.peg.4694,antibiotic inactivation enzyme,Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family),"streptomycin, spectinomycin",PATRIC.562.23528.562.23528.con.0033.CDS.32508.32864.rev,,562.23528,,PATRIC,K-mer Search,
25902,fig|562.23529.peg.4751,antibiotic inactivation enzyme,Class A beta-lactamase (EC 3.5.2.6) => TEM family,"amoxicillin/clavulanic acid, amoxicillin, ampicillin, cephalothin",PATRIC.562.23529.562.23529.con.0082.CDS.577.1437.fwd,,562.23529,,PATRIC,K-mer Search,
25904,fig|562.23529.peg.836,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.23529.562.23529.con.0003.CDS.102160.103392.fwd,,562.23529,,PATRIC,K-mer Search,
25906,fig|562.23529.peg.4663,antibiotic inactivation enzyme,Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id,streptomycin,PATRIC.562.23529.562.23529.con.0061.CDS.64.900.rev,,562.23529,,PATRIC,K-mer Search,
25929,fig|562.23531.peg.2759,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.23531.562.23531.con.0012.CDS.135407.135820.fwd,,562.23531,,PATRIC,K-mer Search,
25934,fig|562.23531.peg.395,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",ciprofloxacin ,PATRIC.562.23531.562.23531.con.0001.CDS.395706.396863.fwd,,562.23531,,PATRIC,K-mer Search,
25936,fig|562.23531.peg.3710,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23531.562.23531.con.0021.CDS.63341.63490.rev,,562.23531,,PATRIC,K-mer Search,
25939,fig|562.23531.peg.312,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.23531.562.23531.con.0001.CDS.312603.313451.rev,,562.23531,,PATRIC,K-mer Search,
25943,fig|562.23531.peg.2964,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.23531.562.23531.con.0014.CDS.26078.27310.fwd,,562.23531,,PATRIC,K-mer Search,
25947,fig|562.23531.peg.988,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23531.562.23531.con.0003.CDS.253838.255001.rev,,562.23531,,PATRIC,K-mer Search,
25953,fig|562.23532.peg.4531,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23532.562.23532.con.0031.CDS.24022.24333.rev,,562.23532,,PATRIC,K-mer Search,
25956,fig|562.23532.peg.554,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23532.562.23532.con.0002.CDS.266406.267053.fwd,,562.23532,,PATRIC,K-mer Search,
25966,fig|562.23532.peg.260,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23532.562.23532.con.0001.CDS.280378.281541.rev,,562.23532,,PATRIC,K-mer Search,
25968,fig|562.23532.peg.5120,antibiotic inactivation enzyme,Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family),"streptomycin, spectinomycin",PATRIC.562.23532.562.23532.con.0055.CDS.1542.2330.fwd,,562.23532,,PATRIC,K-mer Search,
25970,fig|562.23532.peg.1715,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.23532.562.23532.con.0008.CDS.3039.3413.rev,,562.23532,,PATRIC,K-mer Search,
25979,fig|562.23533.peg.1102,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.23533.562.23533.con.0003.CDS.238929.240410.rev,,562.23533,,CARD,BLAT,100.0
25990,fig|562.23533.peg.839,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23533.562.23533.con.0002.CDS.353050.354213.rev,,562.23533,,CARD,BLAT,90.0
25994,fig|562.23533.peg.1993,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.23533.562.23533.con.0007.CDS.3039.3413.rev,,562.23533,,PATRIC,K-mer Search,
25996,fig|562.23533.peg.3153,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23533.562.23533.con.0013.CDS.100631.101278.fwd,,562.23533,,PATRIC,K-mer Search,
25998,fig|562.23533.peg.1236,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23533.562.23533.con.0004.CDS.12478.12627.fwd,,562.23533,,PATRIC,K-mer Search,
26001,fig|562.23534.peg.1138,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.23534.562.23534.con.0003.CDS.212132.214759.rev,,562.23534,,PATRIC,K-mer Search,
26013,fig|562.23534.peg.1264,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23534.562.23534.con.0003.CDS.351512.353050.rev,,562.23534,,CARD,BLAT,100.0
26017,fig|562.23534.peg.4883,antibiotic inactivation enzyme,Class A beta-lactamase (EC 3.5.2.6) => SHV family,"ampicillin, cefazolin, ceftriaxone, cephalothin",PATRIC.562.23534.562.23534.con.0059.CDS.2741.3601.fwd,,562.23534,,PATRIC,K-mer Search,
26019,fig|562.23534.peg.937,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23534.562.23534.con.0002.CDS.385332.385481.rev,,562.23534,,PATRIC,K-mer Search,
26025,fig|562.23535.peg.3585,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23535.562.23535.con.0023.CDS.14015.14233.rev,,562.23535,,PATRIC,K-mer Search,
26027,fig|562.23535.peg.810,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",ciprofloxacin ,PATRIC.562.23535.562.23535.con.0003.CDS.8529.9686.rev,,562.23535,,PATRIC,K-mer Search,
26037,fig|562.23535.peg.3586,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23535.562.23535.con.0023.CDS.14265.14648.rev,,562.23535,,PATRIC,K-mer Search,
26042,fig|562.23535.peg.1311,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.23535.562.23535.con.0004.CDS.172079.172669.rev,,562.23535,,PATRIC,K-mer Search,
26045,fig|562.23535.peg.3587,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23535.562.23535.con.0023.CDS.14669.15103.rev,,562.23535,,PATRIC,K-mer Search,
26052,fig|562.23536.peg.20,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.23536.562.23536.con.0001.CDS.24770.26518.rev,,562.23536,,CARD,BLAT,100.0
26062,fig|562.23536.peg.2043,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.23536.562.23536.con.0013.CDS.23043.25064.rev,,562.23536,,CARD,BLAT,100.0
26063,fig|562.23536.peg.94,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.23536.562.23536.con.0001.CDS.109417.110649.rev,,562.23536,,PATRIC,K-mer Search,
26073,fig|562.23536.peg.4925,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.23536.562.23536.con.0067.CDS.7860.8372.fwd,,562.23536,,PATRIC,K-mer Search,
26075,fig|562.23537.peg.1062,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.23537.562.23537.con.0003.CDS.121674.123155.fwd,,562.23537,,CARD,BLAT,100.0
26077,fig|562.23537.peg.3373,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23537.562.23537.con.0013.CDS.100461.101108.fwd,,562.23537,,PATRIC,K-mer Search,
26081,fig|562.23537.peg.42,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.23537.562.23537.con.0001.CDS.71087.71491.rev,,562.23537,,PATRIC,K-mer Search,
26088,fig|562.23537.peg.1286,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",ciprofloxacin ,PATRIC.562.23537.562.23537.con.0003.CDS.351231.352388.fwd,,562.23537,,PATRIC,K-mer Search,
26104,fig|562.23538.peg.722,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",ciprofloxacin ,PATRIC.562.23538.562.23538.con.0004.CDS.5552.8656.rev,,562.23538,,PATRIC,K-mer Search,
26105,fig|562.23538.peg.3509,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23538.562.23538.con.0025.CDS.16429.16863.rev,,562.23538,,PATRIC,K-mer Search,
26115,fig|562.23538.peg.3982,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23538.562.23538.con.0033.CDS.10638.12176.rev,,562.23538,,PATRIC,K-mer Search,
26133,fig|562.23539.peg.3234,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.23539.562.23539.con.0019.CDS.25734.27215.fwd,,562.23539,,CARD,BLAT,100.0
26136,fig|562.23539.peg.1111,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.23539.562.23539.con.0005.CDS.3039.3413.rev,,562.23539,,PATRIC,K-mer Search,
26140,fig|562.23539.peg.2491,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23539.562.23539.con.0013.CDS.43448.46597.fwd,,562.23539,,PATRIC,K-mer Search,
26146,fig|562.23539.peg.3474,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23539.562.23539.con.0021.CDS.66538.66921.rev,,562.23539,,PATRIC,K-mer Search,
26148,fig|562.23539.peg.233,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.23539.562.23539.con.0001.CDS.256333.258960.rev,,562.23539,,PATRIC,K-mer Search,
26151,fig|562.23541.peg.2057,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23541.562.23541.con.0015.CDS.49449.50096.rev,,562.23541,,PATRIC,K-mer Search,
26163,fig|562.23541.peg.419,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.23541.562.23541.con.0002.CDS.110119.110967.rev,,562.23541,,PATRIC,K-mer Search,
26165,fig|562.23541.peg.2631,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.23541.562.23541.con.0021.CDS.43422.44654.fwd,,562.23541,,PATRIC,K-mer Search,
26173,fig|562.23541.peg.1374,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.23541.562.23541.con.0009.CDS.27185.29812.fwd,,562.23541,,PATRIC,K-mer Search,
26176,fig|562.23542.peg.4909,antibiotic inactivation enzyme,Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family),"streptomycin, spectinomycin",PATRIC.562.23542.562.23542.con.0055.CDS.2677.3465.fwd,,562.23542,,PATRIC,K-mer Search,
26181,fig|562.23542.peg.612,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23542.562.23542.con.0002.CDS.265186.266379.rev,,562.23542,,PATRIC,K-mer Search,
26183,fig|562.23542.peg.4911,"antibiotic target replacement protein,sulfonamide resistance gene",Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein,"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, sulfamethazine",PATRIC.562.23542.562.23542.con.0055.CDS.4012.4851.fwd,,562.23542,,CARD,BLAT,100.0
26186,fig|562.23542.peg.4243,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23542.562.23542.con.0031.CDS.4238.5776.rev,,562.23542,,PATRIC,K-mer Search,
26191,fig|562.23542.peg.3952,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.23542.562.23542.con.0025.CDS.31044.33065.fwd,,562.23542,,CARD,BLAT,100.0
26194,fig|562.23542.peg.782,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.23542.562.23542.con.0003.CDS.148495.151122.rev,,562.23542,,PATRIC,K-mer Search,
26195,fig|562.23542.peg.6,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",ciprofloxacin ,PATRIC.562.23542.562.23542.con.0001.CDS.5527.8631.rev,,562.23542,,PATRIC,K-mer Search,
26208,fig|562.23543.peg.4258,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23543.562.23543.con.0044.CDS.14991.15140.rev,,562.23543,,PATRIC,K-mer Search,
26219,fig|562.23543.peg.2771,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.23543.562.23543.con.0017.CDS.28879.32373.fwd,,562.23543,,CARD,BLAT,98.0
26224,fig|562.23543.peg.4989,,Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein,"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole",PATRIC.562.23543.562.23543.con.0088.CDS.760.1575.fwd,,562.23543,,CARD,BLAT,100.0
26232,fig|562.23544.peg.1207,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23544.562.23544.con.0005.CDS.34742.35125.fwd,,562.23544,,PATRIC,K-mer Search,
26239,fig|562.23544.peg.1394,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.23544.562.23544.con.0006.CDS.3039.3413.rev,,562.23544,,PATRIC,K-mer Search,
26249,fig|562.23544.peg.3879,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.23544.562.23544.con.0024.CDS.49278.49682.fwd,,562.23544,,PATRIC,K-mer Search,
